0.352269 0.683259
0.335241 0.647902
0.824154 0.789292
0.582821 0.203900
0.723443 0.659268
0.981129 0.332259
0.588108 0.443323
0.205735 0.788420
0.913147 0.182291
0.868966 0.917409
0.335084 0.529013
0.699867 0.457893
0.843189 0.347564
0.360232 0.186969
0.356945 0.081280
0.552666 0.949277
0.543301 0.837159
0.558647 0.034012
0.931845 0.576510
0.811813 0.277919
0.900033 0.856920
0.154851 0.625857
0.223801 0.941993
0.406990 0.847006
0.078700 0.333410
0.969549 0.902869
0.228125 0.022120
0.212100 0.485174
0.976995 0.321245
0.980895 0.600815
0.720136 0.181899
0.667300 0.099013
0.585050 0.330948
0.595561 0.083061
0.081068 0.469091
0.594619 0.030732
0.889253 0.033351
0.562749 0.498164
0.638989 0.958124
0.685551 0.903486
0.953900 0.279827
0.966784 0.676604
0.232431 0.200871
0.545823 0.198250
0.866164 0.986670
0.412121 0.243461
0.383125 0.656078
0.390778 0.831716
0.429243 0.851783
0.581091 0.817019
0.801476 0.174275
0.174064 0.585682
0.908734 0.029313
0.230107 0.327147
0.598452 0.093527
0.622163 0.204111
0.099834 0.911221
0.024026 0.957017
0.537675 0.369260
0.360433 0.168538
0.910776 0.849915
0.382788 0.278273
0.077685 0.150892
0.780106 0.970775
0.662212 0.231502
0.693944 0.130253
0.415811 0.311115
0.551141 0.349430
0.154077 0.093254
0.220441 0.815781
0.115552 0.117182
0.613887 0.398774
0.987575 0.057797
0.225245 0.624468
0.615607 0.860241
0.407414 0.108295
0.022114 0.395503
0.184954 0.137293
0.258467 0.131321
0.101687 0.606341
0.301074 0.752607
0.645055 0.073701
0.518500 0.756217
0.351186 0.977754
0.280787 0.485224
0.583870 0.014334
0.937690 0.882213
0.320876 0.186249
0.951247 0.974991
0.139872 0.861259
0.200573 0.698518
0.166899 0.898319
0.208345 0.208784
0.842408 0.767061
0.218940 0.642440
0.661815 0.951150
0.548872 0.977718
0.893641 0.717460
0.970283 0.942145
0.310597 0.123221
