1231741568.000000 188204112.000000 759956160.000000 
1372013568.000000 851018432.000000 619350272.000000 
1280922880.000000 2040443520.000000 244771744.000000 
1629892480.000000 1525309184.000000 444590016.000000 
563790784.000000 123226200.000000 1737713920.000000 
1956625152.000000 826852864.000000 1703112832.000000 
549051072.000000 823753920.000000 728813504.000000 
568124160.000000 1190807680.000000 561320896.000000 
1527455104.000000 1760026880.000000 145732800.000000 
215628560.000000 1109495296.000000 88851840.000000 
1932318208.000000 193753280.000000 277055936.000000 
544790784.000000 1565766912.000000 1128074368.000000 
1164141056.000000 699206144.000000 1021034240.000000 
1408912768.000000 181615008.000000 398859776.000000 
1853502848.000000 745405824.000000 522085984.000000 
1443732992.000000 554547328.000000 1348938752.000000 
999362240.000000 1103598336.000000 25209076.000000 
1728175744.000000 1671722496.000000 1216016768.000000 
142012992.000000 1051693952.000000 828560128.000000 
287745792.000000 1267322496.000000 1938055424.000000 
376597632.000000 1052157120.000000 2131808640.000000 
653653568.000000 1596947968.000000 1550091904.000000 
1781727872.000000 613605312.000000 101814456.000000 
655278528.000000 2022518144.000000 283429472.000000 
1054138240.000000 1728537216.000000 1028835264.000000 
1576224256.000000 1024786624.000000 1583382528.000000 
777679424.000000 2024148864.000000 539497280.000000 
802888512.000000 1604840960.000000 63736156.000000 
2018905344.000000 1746854016.000000 1115430144.000000 
699981760.000000 2034599808.000000 235268992.000000 
490553536.000000 263713744.000000 1287426176.000000 
474878592.000000 917367296.000000 736890368.000000 
2024970496.000000 551611584.000000 1350495744.000000 
2126785024.000000 1206890112.000000 1225530112.000000 
262730784.000000 113544712.000000 806583744.000000 
1291566080.000000 1689768960.000000 1831370368.000000 
727464960.000000 319964736.000000 1708035584.000000 
1266962304.000000 1122853248.000000 1165392896.000000 
1330698368.000000 994274880.000000 764763200.000000 
298644896.000000 1694256640.000000 651879296.000000 
533913888.000000 37326484.000000 915593024.000000 
1821340032.000000 512205056.000000 1832960384.000000 
410746720.000000 389691936.000000 237088304.000000 
1761242368.000000 368993248.000000 1443978368.000000 
839288896.000000 631724032.000000 1557523072.000000 
1645872640.000000 1923290112.000000 1099808384.000000 
1329759360.000000 503271424.000000 1419773184.000000 
890311232.000000 1770233728.000000 395142720.000000 
2055704064.000000 953448448.000000 1389417600.000000 
672983616.000000 1252093312.000000 936190528.000000 
1324862976.000000 1786007296.000000 973516992.000000 
92972320.000000 1459863552.000000 1485722112.000000 
1925932672.000000 1870610304.000000 1875414016.000000 
15537347.000000 1484369024.000000 96923592.000000 
1459515776.000000 176174336.000000 728647616.000000 
869555200.000000 1822046976.000000 504454048.000000 
1969363584.000000 1004322624.000000 1007725440.000000 
1241653120.000000 1894633856.000000 630475520.000000 
1636795904.000000 1802854272.000000 1583923968.000000 
878729792.000000 328354240.000000 688533696.000000 
1814920320.000000 1653217152.000000 327057312.000000 
640953664.000000 1746189440.000000 1786920832.000000 
2126675712.000000 1524638464.000000 1510047488.000000 
1854606080.000000 1540175872.000000 846932992.000000 
1951529600.000000 852208000.000000 1023107328.000000 
532693632.000000 1721763200.000000 697670592.000000 
1037147648.000000 1543643136.000000 1701993216.000000 
2044873088.000000 637812672.000000 1449143424.000000 
527865024.000000 127124848.000000 1104514048.000000 
2111789056.000000 1005854592.000000 1432868224.000000 
652839040.000000 673291264.000000 938601792.000000 
979896384.000000 1314244864.000000 537307648.000000 
619333632.000000 1293436928.000000 2061946112.000000 
2129381120.000000 1000559424.000000 1454638336.000000 
828830464.000000 804605440.000000 159362720.000000 
1851937792.000000 1337299072.000000 1881125888.000000 
402124768.000000 226963072.000000 1277285376.000000 
2104118016.000000 124352568.000000 1915098112.000000 
1405777792.000000 652217600.000000 2042222976.000000 
362808160.000000 616522944.000000 900593920.000000 
1795676416.000000 1269362048.000000 1573885184.000000 
586794560.000000 101774712.000000 740646400.000000 
1124102272.000000 721108288.000000 2034083456.000000 
1038564736.000000 703005824.000000 887159168.000000 
345719488.000000 1531836288.000000 1691764608.000000 
505082208.000000 1236290432.000000 881579968.000000 
238724448.000000 1638415232.000000 1108543104.000000 
1516009856.000000 1595049600.000000 1232895616.000000 
1283624320.000000 853343680.000000 1885113216.000000 
1178363520.000000 1216151808.000000 354152512.000000 
2078957440.000000 864344640.000000 1623514496.000000 
1505358976.000000 1451139200.000000 1725289216.000000 
98521720.000000 427757792.000000 298913856.000000 
2132605184.000000 1466322560.000000 1001919680.000000 
872280640.000000 1812041984.000000 386272320.000000 
416561600.000000 169640576.000000 1622562816.000000 
1298141568.000000 408365024.000000 1113494272.000000 
259201008.000000 1924374912.000000 561060224.000000 
1492096640.000000 1060515520.000000 1414403968.000000 
